from_port_code,canal_port_code,to_port_code,direction
INPAV,EGSCA,USPHL,W
INPAV,EGSCA,USSAV,W
INPAV,EGSCA,USSEA,W
INPAV,EGSCA,USTIW,W
INPAV,EGSCA,ZAZBA,W
IQUQR,EGSCA,BEANR,W
IQUQR,EGSCA,BEZEE,W
IQUQR,EGSCA,CAHAL,W
IQUQR,EGSCA,CAPRR,W
IQUQR,EGSCA,CASJB,W
IQUQR,EGSCA,CAVAN,W
IQUQR,EGSCA,COBUN,W
IQUQR,EGSCA,COCNR,W
IQUQR,EGSCA,COCTG,W
IQUQR,EGSCA,COSPC,W
IQUQR,EGSCA,DEBRV,W
IQUQR,EGSCA,DEHAM,W
IQUQR,EGSCA,DEWVN,W
IQUQR,EGSCA,DOCAU,W
IQUQR,EGSCA,ESALG,W
IQUQR,EGSCA,ESBCN,W
IQUQR,EGSCA,ESFRO,W
IQUQR,EGSCA,ESVLC,W
IQUQR,EGSCA,FRBES,W
IQUQR,EGSCA,FRDKK,W
IQUQR,EGSCA,FRFOS,W
IQUQR,EGSCA,FRLEH,W
IQUQR,EGSCA,GBFXT,W
IQUQR,EGSCA,GBLGP,W
IQUQR,EGSCA,GBSOU,W
IQUQR,EGSCA,GRPIR,W
IQUQR,EGSCA,GTPRQ,W
IQUQR,EGSCA,ILASH,W
IQUQR,EGSCA,ILHFA,W
IQUQR,EGSCA,ITGOA,W
IQUQR,EGSCA,ITLIV,W
IQUQR,EGSCA,ITSAL,W
IQUQR,EGSCA,ITSPE,W
IQUQR,EGSCA,ITVDL,W
IQUQR,EGSCA,MAPTM,W
IQUQR,EGSCA,MATNG,W
IQUQR,EGSCA,MNTNG,W
IQUQR,EGSCA,MTMAR,W
IQUQR,EGSCA,MXATM,W
IQUQR,EGSCA,MXLZC,W
IQUQR,EGSCA,MXTUX,W
IQUQR,EGSCA,MXVER,W
IQUQR,EGSCA,MXZLO,W
IQUQR,EGSCA,NLRTM,W
IQUQR,EGSCA,PABLB,W
IQUQR,EGSCA,PAMIT,W
IQUQR,EGSCA,PAPCA,W
IQUQR,EGSCA,PAPCN,W
IQUQR,EGSCA,PAROD,W
IQUQR,EGSCA,PLGDN,W
IQUQR,EGSCA,PTLIS,W
IQUQR,EGSCA,TGLFW,W
IQUQR,EGSCA,TRALI,W
IQUQR,EGSCA,TRGEM,W
IQUQR,EGSCA,TRIST,W
IQUQR,EGSCA,TRIZT,W
IQUQR,EGSCA,TRMER,W
IQUQR,EGSCA,TRTEK,W
IQUQR,EGSCA,TRYAL,W
IQUQR,EGSCA,USBAL,W
IQUQR,EGSCA,USBOS,W
IQUQR,EGSCA,USCHS,W
IQUQR,EGSCA,USHOU,W
IQUQR,EGSCA,USILM,W
IQUQR,EGSCA,USJAX,W
IQUQR,EGSCA,USLAX,W
IQUQR,EGSCA,USLGB,W
IQUQR,EGSCA,USMIA,W
IQUQR,EGSCA,USMOB,W
IQUQR,EGSCA,USMSY,W
IQUQR,EGSCA,USNYC,W
IQUQR,EGSCA,USOAK,W
IQUQR,EGSCA,USORF,W
IQUQR,EGSCA,USPEF,W
IQUQR,EGSCA,USPHL,W
IQUQR,EGSCA,USSAV,W
IQUQR,EGSCA,USSEA,W
IQUQR,EGSCA,USTIW,W
IQUQR,EGSCA,ZAZBA,W
JOAQJ,EGSCA,BEANR,W
JOAQJ,EGSCA,BEZEE,W
JOAQJ,EGSCA,CAHAL,W
JOAQJ,EGSCA,CAPRR,W
JOAQJ,EGSCA,CASJB,W
JOAQJ,EGSCA,CAVAN,W
JOAQJ,EGSCA,COBUN,W
JOAQJ,EGSCA,COCNR,W
JOAQJ,EGSCA,COCTG,W
JOAQJ,EGSCA,COSPC,W
JOAQJ,EGSCA,DEBRV,W
JOAQJ,EGSCA,DEHAM,W
JOAQJ,EGSCA,DEWVN,W
JOAQJ,EGSCA,DOCAU,W
JOAQJ,EGSCA,ESALG,W
JOAQJ,EGSCA,ESBCN,W
JOAQJ,EGSCA,ESFRO,W
JOAQJ,EGSCA,ESVLC,W
JOAQJ,EGSCA,FRBES,W
JOAQJ,EGSCA,FRDKK,W
JOAQJ,EGSCA,FRFOS,W
JOAQJ,EGSCA,FRLEH,W
JOAQJ,EGSCA,GBFXT,W
JOAQJ,EGSCA,GBLGP,W
JOAQJ,EGSCA,GBSOU,W
JOAQJ,EGSCA,GRPIR,W
JOAQJ,EGSCA,GTPRQ,W
JOAQJ,EGSCA,ILASH,W
JOAQJ,EGSCA,ILHFA,W
JOAQJ,EGSCA,ITGOA,W
JOAQJ,EGSCA,ITLIV,W
JOAQJ,EGSCA,ITSAL,W
JOAQJ,EGSCA,ITSPE,W
JOAQJ,EGSCA,ITVDL,W
JOAQJ,EGSCA,MAPTM,W
JOAQJ,EGSCA,MATNG,W
JOAQJ,EGSCA,MNTNG,W
JOAQJ,EGSCA,MTMAR,W
JOAQJ,EGSCA,MXATM,W
JOAQJ,EGSCA,MXLZC,W
JOAQJ,EGSCA,MXTUX,W
JOAQJ,EGSCA,MXVER,W
JOAQJ,EGSCA,MXZLO,W
JOAQJ,EGSCA,NLRTM,W
JOAQJ,EGSCA,PABLB,W
JOAQJ,EGSCA,PAMIT,W
JOAQJ,EGSCA,PAPCA,W
JOAQJ,EGSCA,PAPCN,W
JOAQJ,EGSCA,PAROD,W
JOAQJ,EGSCA,PLGDN,W
JOAQJ,EGSCA,PTLIS,W
JOAQJ,EGSCA,TGLFW,W
JOAQJ,EGSCA,TRALI,W
JOAQJ,EGSCA,TRGEM,W
JOAQJ,EGSCA,TRIST,W
JOAQJ,EGSCA,TRIZT,W
JOAQJ,EGSCA,TRMER,W
JOAQJ,EGSCA,TRTEK,W
JOAQJ,EGSCA,TRYAL,W
JOAQJ,EGSCA,USBAL,W
JOAQJ,EGSCA,USBOS,W
JOAQJ,EGSCA,USCHS,W
JOAQJ,EGSCA,USHOU,W
JOAQJ,EGSCA,USILM,W
JOAQJ,EGSCA,USJAX,W
JOAQJ,EGSCA,USLAX,W
JOAQJ,EGSCA,USLGB,W
JOAQJ,EGSCA,USMIA,W
JOAQJ,EGSCA,USMOB,W
JOAQJ,EGSCA,USMSY,W
JOAQJ,EGSCA,USNYC,W
JOAQJ,EGSCA,USOAK,W
JOAQJ,EGSCA,USORF,W
JOAQJ,EGSCA,USPEF,W
JOAQJ,EGSCA,USPHL,W
JOAQJ,EGSCA,USSAV,W
JOAQJ,EGSCA,USSEA,W
JOAQJ,EGSCA,USTIW,W
JOAQJ,EGSCA,ZAZBA,W
JPHKT,EGSCA,BEANR,W
JPHKT,EGSCA,BEZEE,W
JPHKT,EGSCA,CAHAL,W
JPHKT,EGSCA,CAPRR,W
JPHKT,EGSCA,CASJB,W
JPHKT,EGSCA,CAVAN,W
JPHKT,EGSCA,COBUN,W
JPHKT,EGSCA,COCNR,W
JPHKT,EGSCA,COCTG,W
JPHKT,EGSCA,COSPC,W
JPHKT,EGSCA,DEBRV,W
JPHKT,EGSCA,DEHAM,W
JPHKT,EGSCA,DEWVN,W
JPHKT,EGSCA,DOCAU,W
JPHKT,EGSCA,ESALG,W
JPHKT,EGSCA,ESBCN,W
JPHKT,EGSCA,ESFRO,W
JPHKT,EGSCA,ESVLC,W
JPHKT,EGSCA,FRBES,W
JPHKT,EGSCA,FRDKK,W
JPHKT,EGSCA,FRFOS,W
JPHKT,EGSCA,FRLEH,W
JPHKT,EGSCA,GBFXT,W
JPHKT,EGSCA,GBLGP,W
JPHKT,EGSCA,GBSOU,W
JPHKT,EGSCA,GRPIR,W
JPHKT,EGSCA,GTPRQ,W
JPHKT,EGSCA,ILASH,W
JPHKT,EGSCA,ILHFA,W
JPHKT,EGSCA,ITGOA,W
JPHKT,EGSCA,ITLIV,W
JPHKT,EGSCA,ITSAL,W
JPHKT,EGSCA,ITSPE,W
JPHKT,EGSCA,ITVDL,W
JPHKT,EGSCA,MAPTM,W
JPHKT,EGSCA,MATNG,W
JPHKT,EGSCA,MNTNG,W
JPHKT,EGSCA,MTMAR,W
JPHKT,EGSCA,MXATM,W
JPHKT,EGSCA,MXLZC,W
JPHKT,EGSCA,MXTUX,W
JPHKT,EGSCA,MXVER,W
JPHKT,EGSCA,MXZLO,W
JPHKT,EGSCA,NLRTM,W
JPHKT,EGSCA,PABLB,W
JPHKT,EGSCA,PAMIT,W
JPHKT,EGSCA,PAPCA,W
JPHKT,EGSCA,PAPCN,W
JPHKT,EGSCA,PAROD,W
JPHKT,EGSCA,PLGDN,W
JPHKT,EGSCA,PTLIS,W
JPHKT,EGSCA,TGLFW,W
JPHKT,EGSCA,TRALI,W
JPHKT,EGSCA,TRGEM,W
JPHKT,EGSCA,TRIST,W
JPHKT,EGSCA,TRIZT,W
JPHKT,EGSCA,TRMER,W
JPHKT,EGSCA,TRTEK,W
JPHKT,EGSCA,TRYAL,W
JPHKT,EGSCA,USBAL,W
JPHKT,EGSCA,USBOS,W
JPHKT,EGSCA,USCHS,W
JPHKT,EGSCA,USHOU,W
JPHKT,EGSCA,USILM,W
JPHKT,EGSCA,USJAX,W
JPHKT,EGSCA,USLAX,W
JPHKT,EGSCA,USLGB,W
JPHKT,EGSCA,USMIA,W
JPHKT,EGSCA,USMOB,W
JPHKT,EGSCA,USMSY,W
JPHKT,EGSCA,USNYC,W
JPHKT,EGSCA,USOAK,W
JPHKT,EGSCA,USORF,W
JPHKT,EGSCA,USPEF,W
JPHKT,EGSCA,USPHL,W
JPHKT,EGSCA,USSAV,W
JPHKT,EGSCA,USSEA,W
JPHKT,EGSCA,USTIW,W
JPHKT,EGSCA,ZAZBA,W
JPNGO,EGSCA,BEANR,W
JPNGO,EGSCA,BEZEE,W
JPNGO,EGSCA,CAHAL,W
JPNGO,EGSCA,CAPRR,W
JPNGO,EGSCA,CASJB,W
JPNGO,EGSCA,CAVAN,W
JPNGO,EGSCA,COBUN,W
JPNGO,EGSCA,COCNR,W
JPNGO,EGSCA,COCTG,W
JPNGO,EGSCA,COSPC,W
JPNGO,EGSCA,DEBRV,W
JPNGO,EGSCA,DEHAM,W
JPNGO,EGSCA,DEWVN,W
JPNGO,EGSCA,DOCAU,W
JPNGO,EGSCA,ESALG,W
JPNGO,EGSCA,ESBCN,W
JPNGO,EGSCA,ESFRO,W
JPNGO,EGSCA,ESVLC,W
JPNGO,EGSCA,FRBES,W
JPNGO,EGSCA,FRDKK,W
JPNGO,EGSCA,FRFOS,W
JPNGO,EGSCA,FRLEH,W
JPNGO,EGSCA,GBFXT,W
JPNGO,EGSCA,GBLGP,W
JPNGO,EGSCA,GBSOU,W
JPNGO,EGSCA,GRPIR,W
JPNGO,EGSCA,GTPRQ,W
JPNGO,EGSCA,ILASH,W
JPNGO,EGSCA,ILHFA,W
JPNGO,EGSCA,ITGOA,W
JPNGO,EGSCA,ITLIV,W
JPNGO,EGSCA,ITSAL,W
JPNGO,EGSCA,ITSPE,W
JPNGO,EGSCA,ITVDL,W
JPNGO,EGSCA,MAPTM,W
JPNGO,EGSCA,MATNG,W
JPNGO,EGSCA,MNTNG,W
JPNGO,EGSCA,MTMAR,W
JPNGO,EGSCA,MXATM,W
JPNGO,EGSCA,MXLZC,W
JPNGO,EGSCA,MXTUX,W
JPNGO,EGSCA,MXVER,W
JPNGO,EGSCA,MXZLO,W
JPNGO,EGSCA,NLRTM,W
JPNGO,EGSCA,PABLB,W
JPNGO,EGSCA,PAMIT,W
JPNGO,EGSCA,PAPCA,W
JPNGO,EGSCA,PAPCN,W
JPNGO,EGSCA,PAROD,W
JPNGO,EGSCA,PLGDN,W
JPNGO,EGSCA,PTLIS,W
JPNGO,EGSCA,TGLFW,W
JPNGO,EGSCA,TRALI,W
JPNGO,EGSCA,TRGEM,W
JPNGO,EGSCA,TRIST,W
JPNGO,EGSCA,TRIZT,W
JPNGO,EGSCA,TRMER,W
JPNGO,EGSCA,TRTEK,W
JPNGO,EGSCA,TRYAL,W
JPNGO,EGSCA,USBAL,W
JPNGO,EGSCA,USBOS,W
JPNGO,EGSCA,USCHS,W
JPNGO,EGSCA,USHOU,W
JPNGO,EGSCA,USILM,W
JPNGO,EGSCA,USJAX,W
JPNGO,EGSCA,USLAX,W
JPNGO,EGSCA,USLGB,W
JPNGO,EGSCA,USMIA,W
JPNGO,EGSCA,USMOB,W
JPNGO,EGSCA,USMSY,W
JPNGO,EGSCA,USNYC,W
JPNGO,EGSCA,USOAK,W
JPNGO,EGSCA,USORF,W
JPNGO,EGSCA,USPEF,W
JPNGO,EGSCA,USPHL,W
JPNGO,EGSCA,USSAV,W
JPNGO,EGSCA,USSEA,W
JPNGO,EGSCA,USTIW,W
JPNGO,EGSCA,ZAZBA,W
JPOSA,EGSCA,BEANR,W
JPOSA,EGSCA,BEZEE,W
JPOSA,EGSCA,CAHAL,W
JPOSA,EGSCA,CAPRR,W
JPOSA,EGSCA,CASJB,W
JPOSA,EGSCA,CAVAN,W
JPOSA,EGSCA,COBUN,W
JPOSA,EGSCA,COCNR,W
JPOSA,EGSCA,COCTG,W
JPOSA,EGSCA,COSPC,W
JPOSA,EGSCA,DEBRV,W
JPOSA,EGSCA,DEHAM,W
JPOSA,EGSCA,DEWVN,W
JPOSA,EGSCA,DOCAU,W
JPOSA,EGSCA,ESALG,W
JPOSA,EGSCA,ESBCN,W
JPOSA,EGSCA,ESFRO,W
JPOSA,EGSCA,ESVLC,W
JPOSA,EGSCA,FRBES,W
JPOSA,EGSCA,FRDKK,W
JPOSA,EGSCA,FRFOS,W
JPOSA,EGSCA,FRLEH,W
JPOSA,EGSCA,GBFXT,W
JPOSA,EGSCA,GBLGP,W
JPOSA,EGSCA,GBSOU,W
JPOSA,EGSCA,GRPIR,W
JPOSA,EGSCA,GTPRQ,W
JPOSA,EGSCA,ILASH,W
JPOSA,EGSCA,ILHFA,W
JPOSA,EGSCA,ITGOA,W
JPOSA,EGSCA,ITLIV,W
JPOSA,EGSCA,ITSAL,W
JPOSA,EGSCA,ITSPE,W
JPOSA,EGSCA,ITVDL,W
JPOSA,EGSCA,MAPTM,W
JPOSA,EGSCA,MATNG,W
JPOSA,EGSCA,MNTNG,W
JPOSA,EGSCA,MTMAR,W
JPOSA,EGSCA,MXATM,W
JPOSA,EGSCA,MXLZC,W
JPOSA,EGSCA,MXTUX,W
JPOSA,EGSCA,MXVER,W
JPOSA,EGSCA,MXZLO,W
JPOSA,EGSCA,NLRTM,W
JPOSA,EGSCA,PABLB,W
JPOSA,EGSCA,PAMIT,W
JPOSA,EGSCA,PAPCA,W
JPOSA,EGSCA,PAPCN,W
JPOSA,EGSCA,PAROD,W
JPOSA,EGSCA,PLGDN,W
JPOSA,EGSCA,PTLIS,W
JPOSA,EGSCA,TGLFW,W
JPOSA,EGSCA,TRALI,W
JPOSA,EGSCA,TRGEM,W
JPOSA,EGSCA,TRIST,W
JPOSA,EGSCA,TRIZT,W
JPOSA,EGSCA,TRMER,W
JPOSA,EGSCA,TRTEK,W
JPOSA,EGSCA,TRYAL,W
JPOSA,EGSCA,USBAL,W
JPOSA,EGSCA,USBOS,W
JPOSA,EGSCA,USCHS,W
JPOSA,EGSCA,USHOU,W
JPOSA,EGSCA,USILM,W
JPOSA,EGSCA,USJAX,W
JPOSA,EGSCA,USLAX,W
JPOSA,EGSCA,USLGB,W
JPOSA,EGSCA,USMIA,W
JPOSA,EGSCA,USMOB,W
JPOSA,EGSCA,USMSY,W
JPOSA,EGSCA,USNYC,W
JPOSA,EGSCA,USOAK,W
JPOSA,EGSCA,USORF,W
JPOSA,EGSCA,USPEF,W
JPOSA,EGSCA,USPHL,W
JPOSA,EGSCA,USSAV,W
JPOSA,EGSCA,USSEA,W
JPOSA,EGSCA,USTIW,W
JPOSA,EGSCA,ZAZBA,W
JPSDJ,EGSCA,BEANR,W
JPSDJ,EGSCA,BEZEE,W
JPSDJ,EGSCA,CAHAL,W
JPSDJ,EGSCA,CAPRR,W
JPSDJ,EGSCA,CASJB,W
JPSDJ,EGSCA,CAVAN,W
JPSDJ,EGSCA,COBUN,W
JPSDJ,EGSCA,COCNR,W
JPSDJ,EGSCA,COCTG,W
JPSDJ,EGSCA,COSPC,W
JPSDJ,EGSCA,DEBRV,W
JPSDJ,EGSCA,DEHAM,W
JPSDJ,EGSCA,DEWVN,W
JPSDJ,EGSCA,DOCAU,W
JPSDJ,EGSCA,ESALG,W
JPSDJ,EGSCA,ESBCN,W
JPSDJ,EGSCA,ESFRO,W
JPSDJ,EGSCA,ESVLC,W
JPSDJ,EGSCA,FRBES,W
JPSDJ,EGSCA,FRDKK,W
JPSDJ,EGSCA,FRFOS,W
JPSDJ,EGSCA,FRLEH,W
JPSDJ,EGSCA,GBFXT,W
JPSDJ,EGSCA,GBLGP,W
JPSDJ,EGSCA,GBSOU,W
JPSDJ,EGSCA,GRPIR,W
JPSDJ,EGSCA,GTPRQ,W
JPSDJ,EGSCA,ILASH,W
JPSDJ,EGSCA,ILHFA,W
JPSDJ,EGSCA,ITGOA,W
JPSDJ,EGSCA,ITLIV,W
JPSDJ,EGSCA,ITSAL,W
JPSDJ,EGSCA,ITSPE,W
JPSDJ,EGSCA,ITVDL,W
JPSDJ,EGSCA,MAPTM,W
JPSDJ,EGSCA,MATNG,W
JPSDJ,EGSCA,MNTNG,W
JPSDJ,EGSCA,MTMAR,W
JPSDJ,EGSCA,MXATM,W
JPSDJ,EGSCA,MXLZC,W
JPSDJ,EGSCA,MXTUX,W
JPSDJ,EGSCA,MXVER,W
JPSDJ,EGSCA,MXZLO,W
JPSDJ,EGSCA,NLRTM,W
JPSDJ,EGSCA,PABLB,W
JPSDJ,EGSCA,PAMIT,W
JPSDJ,EGSCA,PAPCA,W
JPSDJ,EGSCA,PAPCN,W
JPSDJ,EGSCA,PAROD,W
JPSDJ,EGSCA,PLGDN,W
JPSDJ,EGSCA,PTLIS,W
JPSDJ,EGSCA,TGLFW,W
JPSDJ,EGSCA,TRALI,W
JPSDJ,EGSCA,TRGEM,W
JPSDJ,EGSCA,TRIST,W
JPSDJ,EGSCA,TRIZT,W
JPSDJ,EGSCA,TRMER,W
JPSDJ,EGSCA,TRTEK,W
JPSDJ,EGSCA,TRYAL,W
JPSDJ,EGSCA,USBAL,W
JPSDJ,EGSCA,USBOS,W
JPSDJ,EGSCA,USCHS,W
JPSDJ,EGSCA,USHOU,W
JPSDJ,EGSCA,USILM,W
JPSDJ,EGSCA,USJAX,W
JPSDJ,EGSCA,USLAX,W
JPSDJ,EGSCA,USLGB,W
JPSDJ,EGSCA,USMIA,W
JPSDJ,EGSCA,USMOB,W
JPSDJ,EGSCA,USMSY,W
JPSDJ,EGSCA,USNYC,W
JPSDJ,EGSCA,USOAK,W
JPSDJ,EGSCA,USORF,W
JPSDJ,EGSCA,USPEF,W
JPSDJ,EGSCA,USPHL,W
JPSDJ,EGSCA,USSAV,W
JPSDJ,EGSCA,USSEA,W
JPSDJ,EGSCA,USTIW,W
JPSDJ,EGSCA,ZAZBA,W
JPSMZ,EGSCA,BEANR,W
JPSMZ,EGSCA,BEZEE,W
JPSMZ,EGSCA,CAHAL,W
JPSMZ,EGSCA,CAPRR,W
JPSMZ,EGSCA,CASJB,W
JPSMZ,EGSCA,CAVAN,W
JPSMZ,EGSCA,COBUN,W
JPSMZ,EGSCA,COCNR,W
JPSMZ,EGSCA,COCTG,W
JPSMZ,EGSCA,COSPC,W
JPSMZ,EGSCA,DEBRV,W
JPSMZ,EGSCA,DEHAM,W
JPSMZ,EGSCA,DEWVN,W
JPSMZ,EGSCA,DOCAU,W
JPSMZ,EGSCA,ESALG,W
JPSMZ,EGSCA,ESBCN,W
JPSMZ,EGSCA,ESFRO,W
JPSMZ,EGSCA,ESVLC,W
JPSMZ,EGSCA,FRBES,W
JPSMZ,EGSCA,FRDKK,W
JPSMZ,EGSCA,FRFOS,W
JPSMZ,EGSCA,FRLEH,W
JPSMZ,EGSCA,GBFXT,W
JPSMZ,EGSCA,GBLGP,W
JPSMZ,EGSCA,GBSOU,W
JPSMZ,EGSCA,GRPIR,W
JPSMZ,EGSCA,GTPRQ,W
JPSMZ,EGSCA,ILASH,W
JPSMZ,EGSCA,ILHFA,W
JPSMZ,EGSCA,ITGOA,W
JPSMZ,EGSCA,ITLIV,W
JPSMZ,EGSCA,ITSAL,W
JPSMZ,EGSCA,ITSPE,W
JPSMZ,EGSCA,ITVDL,W
JPSMZ,EGSCA,MAPTM,W
JPSMZ,EGSCA,MATNG,W
JPSMZ,EGSCA,MNTNG,W
JPSMZ,EGSCA,MTMAR,W
JPSMZ,EGSCA,MXATM,W
JPSMZ,EGSCA,MXLZC,W
JPSMZ,EGSCA,MXTUX,W
JPSMZ,EGSCA,MXVER,W
JPSMZ,EGSCA,MXZLO,W
JPSMZ,EGSCA,NLRTM,W
JPSMZ,EGSCA,PABLB,W
JPSMZ,EGSCA,PAMIT,W
JPSMZ,EGSCA,PAPCA,W
JPSMZ,EGSCA,PAPCN,W
JPSMZ,EGSCA,PAROD,W
JPSMZ,EGSCA,PLGDN,W
JPSMZ,EGSCA,PTLIS,W
JPSMZ,EGSCA,TGLFW,W
JPSMZ,EGSCA,TRALI,W
JPSMZ,EGSCA,TRGEM,W
JPSMZ,EGSCA,TRIST,W
JPSMZ,EGSCA,TRIZT,W
JPSMZ,EGSCA,TRMER,W
JPSMZ,EGSCA,TRTEK,W
JPSMZ,EGSCA,TRYAL,W
JPSMZ,EGSCA,USBAL,W
JPSMZ,EGSCA,USBOS,W
JPSMZ,EGSCA,USCHS,W
JPSMZ,EGSCA,USHOU,W
JPSMZ,EGSCA,USILM,W
JPSMZ,EGSCA,USJAX,W
JPSMZ,EGSCA,USLAX,W
JPSMZ,EGSCA,USLGB,W
JPSMZ,EGSCA,USMIA,W
JPSMZ,EGSCA,USMOB,W
JPSMZ,EGSCA,USMSY,W
JPSMZ,EGSCA,USNYC,W
JPSMZ,EGSCA,USOAK,W
JPSMZ,EGSCA,USORF,W
JPSMZ,EGSCA,USPEF,W
JPSMZ,EGSCA,USPHL,W
JPSMZ,EGSCA,USSAV,W
JPSMZ,EGSCA,USSEA,W
JPSMZ,EGSCA,USTIW,W
JPSMZ,EGSCA,ZAZBA,W
JPTYO,EGSCA,BEANR,W
JPTYO,EGSCA,BEZEE,W
JPTYO,EGSCA,CAHAL,W
JPTYO,EGSCA,CAPRR,W
JPTYO,EGSCA,CASJB,W
JPTYO,EGSCA,CAVAN,W
JPTYO,EGSCA,COBUN,W
JPTYO,EGSCA,COCNR,W
JPTYO,EGSCA,COCTG,W
JPTYO,EGSCA,COSPC,W
JPTYO,EGSCA,DEBRV,W
JPTYO,EGSCA,DEHAM,W
JPTYO,EGSCA,DEWVN,W
JPTYO,EGSCA,DOCAU,W
JPTYO,EGSCA,ESALG,W
JPTYO,EGSCA,ESBCN,W
JPTYO,EGSCA,ESFRO,W
JPTYO,EGSCA,ESVLC,W
JPTYO,EGSCA,FRBES,W
JPTYO,EGSCA,FRDKK,W
JPTYO,EGSCA,FRFOS,W
JPTYO,EGSCA,FRLEH,W
JPTYO,EGSCA,GBFXT,W
JPTYO,EGSCA,GBLGP,W
JPTYO,EGSCA,GBSOU,W
JPTYO,EGSCA,GRPIR,W
JPTYO,EGSCA,GTPRQ,W
JPTYO,EGSCA,ILASH,W
JPTYO,EGSCA,ILHFA,W
JPTYO,EGSCA,ITGOA,W
JPTYO,EGSCA,ITLIV,W
JPTYO,EGSCA,ITSAL,W
JPTYO,EGSCA,ITSPE,W
JPTYO,EGSCA,ITVDL,W
JPTYO,EGSCA,MAPTM,W
JPTYO,EGSCA,MATNG,W
JPTYO,EGSCA,MNTNG,W
JPTYO,EGSCA,MTMAR,W
JPTYO,EGSCA,MXATM,W
JPTYO,EGSCA,MXLZC,W
JPTYO,EGSCA,MXTUX,W
JPTYO,EGSCA,MXVER,W
JPTYO,EGSCA,MXZLO,W
JPTYO,EGSCA,NLRTM,W
JPTYO,EGSCA,PABLB,W
JPTYO,EGSCA,PAMIT,W
JPTYO,EGSCA,PAPCA,W
JPTYO,EGSCA,PAPCN,W
JPTYO,EGSCA,PAROD,W
JPTYO,EGSCA,PLGDN,W
JPTYO,EGSCA,PTLIS,W
JPTYO,EGSCA,TGLFW,W
JPTYO,EGSCA,TRALI,W
JPTYO,EGSCA,TRGEM,W
JPTYO,EGSCA,TRIST,W
JPTYO,EGSCA,TRIZT,W
JPTYO,EGSCA,TRMER,W
JPTYO,EGSCA,TRTEK,W
JPTYO,EGSCA,TRYAL,W
JPTYO,EGSCA,USBAL,W
JPTYO,EGSCA,USBOS,W
JPTYO,EGSCA,USCHS,W
JPTYO,EGSCA,USHOU,W
JPTYO,EGSCA,USILM,W
JPTYO,EGSCA,USJAX,W
JPTYO,EGSCA,USLAX,W
JPTYO,EGSCA,USLGB,W
JPTYO,EGSCA,USMIA,W
JPTYO,EGSCA,USMOB,W
JPTYO,EGSCA,USMSY,W
JPTYO,EGSCA,USNYC,W
JPTYO,EGSCA,USOAK,W
JPTYO,EGSCA,USORF,W
JPTYO,EGSCA,USPEF,W
JPTYO,EGSCA,USPHL,W
JPTYO,EGSCA,USSAV,W
JPTYO,EGSCA,USSEA,W
JPTYO,EGSCA,USTIW,W
JPTYO,EGSCA,ZAZBA,W
JPUKB,EGSCA,BEANR,W
JPUKB,EGSCA,BEZEE,W
JPUKB,EGSCA,CAHAL,W
JPUKB,EGSCA,CAPRR,W
JPUKB,EGSCA,CASJB,W
JPUKB,EGSCA,CAVAN,W
JPUKB,EGSCA,COBUN,W
JPUKB,EGSCA,COCNR,W
JPUKB,EGSCA,COCTG,W
JPUKB,EGSCA,COSPC,W
JPUKB,EGSCA,DEBRV,W
JPUKB,EGSCA,DEHAM,W
JPUKB,EGSCA,DEWVN,W
JPUKB,EGSCA,DOCAU,W
JPUKB,EGSCA,ESALG,W
JPUKB,EGSCA,ESBCN,W
JPUKB,EGSCA,ESFRO,W
JPUKB,EGSCA,ESVLC,W
JPUKB,EGSCA,FRBES,W
JPUKB,EGSCA,FRDKK,W
JPUKB,EGSCA,FRFOS,W
JPUKB,EGSCA,FRLEH,W
JPUKB,EGSCA,GBFXT,W
JPUKB,EGSCA,GBLGP,W
JPUKB,EGSCA,GBSOU,W
JPUKB,EGSCA,GRPIR,W
JPUKB,EGSCA,GTPRQ,W
JPUKB,EGSCA,ILASH,W
JPUKB,EGSCA,ILHFA,W
JPUKB,EGSCA,ITGOA,W
JPUKB,EGSCA,ITLIV,W
JPUKB,EGSCA,ITSAL,W
JPUKB,EGSCA,ITSPE,W
JPUKB,EGSCA,ITVDL,W
JPUKB,EGSCA,MAPTM,W
JPUKB,EGSCA,MATNG,W
JPUKB,EGSCA,MNTNG,W
JPUKB,EGSCA,MTMAR,W
JPUKB,EGSCA,MXATM,W
JPUKB,EGSCA,MXLZC,W
JPUKB,EGSCA,MXTUX,W
JPUKB,EGSCA,MXVER,W
JPUKB,EGSCA,MXZLO,W
JPUKB,EGSCA,NLRTM,W
JPUKB,EGSCA,PABLB,W
JPUKB,EGSCA,PAMIT,W
JPUKB,EGSCA,PAPCA,W
JPUKB,EGSCA,PAPCN,W
JPUKB,EGSCA,PAROD,W
JPUKB,EGSCA,PLGDN,W
JPUKB,EGSCA,PTLIS,W
JPUKB,EGSCA,TGLFW,W
JPUKB,EGSCA,TRALI,W
JPUKB,EGSCA,TRGEM,W
JPUKB,EGSCA,TRIST,W
JPUKB,EGSCA,TRIZT,W
JPUKB,EGSCA,TRMER,W
JPUKB,EGSCA,TRTEK,W
JPUKB,EGSCA,TRYAL,W
JPUKB,EGSCA,USBAL,W
JPUKB,EGSCA,USBOS,W
JPUKB,EGSCA,USCHS,W
JPUKB,EGSCA,USHOU,W
JPUKB,EGSCA,USILM,W
JPUKB,EGSCA,USJAX,W
JPUKB,EGSCA,USLAX,W
