from_port_code,to_port_code,distance,eca_distance
JPYUR,COBUN,7168,0
JPYUR,COCNR,6921,656
JPYUR,COCTG,6921,656
JPYUR,COSPC,7066,1277
JPYUR,DEBRV,8509,2165
JPYUR,DEHAM,8496,2152
JPYUR,DEWVN,8547,2171
JPYUR,DOCAU,6882,1258
JPYUR,EGAKI,8813,0
JPYUR,EGDAM,7306,0
JPYUR,EGSCA,7101,0
JPYUR,EGSOK,7046,0
JPYUR,EGSUZ,7101,0
JPYUR,ESALG,8305,748
JPYUR,ESBCN,8738,0
JPYUR,ESFRO,8694,1972
JPYUR,ESVLC,8684,748
JPYUR,FRBES,8859,2406
JPYUR,FRDKK,8278,1902
JPYUR,FRFOS,8903,0
JPYUR,FRLEH,8214,1818
JPYUR,GBFXT,8392,1996
JPYUR,GBLGP,8277,1901
JPYUR,GBSOU,8158,1782
JPYUR,GRPIR,7818,0
JPYUR,GTPRQ,7165,440
JPYUR,HKHKG,1379,0
JPYUR,ILASH,7568,0
JPYUR,ILHFA,8844,0
JPYUR,INNSA,4220,0
JPYUR,INNSV,6265,0
JPYUR,INPAV,4365,0
JPYUR,IQUQR,4328,0
JPYUR,ITGOA,8692,0
JPYUR,ITLIV,8759,0
JPYUR,ITSAL,9078,0
JPYUR,ITSPE,8735,0
JPYUR,ITVDL,8704,0
JPYUR,JOAQJ,6996,0
JPYUR,JPHKT,905,0
JPYUR,JPNGO,224,0
JPYUR,JPOSA,555,0
JPYUR,JPSDJ,570,0
JPYUR,JPSMZ,245,0
JPYUR,JPTYO,305,0
JPYUR,JPUKB,27,0
JPYUR,JPYOK,2498,0
JPYUR,KRINC,738,0
JPYUR,KRKAN,432,0
JPYUR,KRPUS,354,0
JPYUR,LKCMB,4218,0
JPYUR,MAPTM,9096,748
JPYUR,MATNG,8337,748
JPYUR,MNTNG,9096,748
JPYUR,MTMAR,14373,0
JPYUR,MXATM,7246,2180
JPYUR,MXLZC,6866,0
JPYUR,MXTUX,7206,993
JPYUR,MXVER,7069,993
JPYUR,MXZLO,6730,0
JPYUR,MYPKG,2827,0
JPYUR,NLRTM,8362,1986
JPYUR,OMSOH,4439,0
JPYUR,PABLB,6732,0
JPYUR,PAMIT,6732,0
JPYUR,PAPCA,6731,0
JPYUR,PAPCN,6731,0
JPYUR,PAROD,6730,0
JPYUR,PKBQM,5745,0
JPYUR,PLGDN,9318,2974
JPYUR,PTLIS,8081,1332
JPYUR,QAHMD,3979,0
JPYUR,SADMM,4159,0
JPYUR,SAJED,6427,0
JPYUR,SAJUB,4195,0
JPYUR,SGSIN,2695,0
JPYUR,TGLFW,10885,0
JPYUR,THLCH,2718,0
JPYUR,TRALI,7860,0
JPYUR,TRGEM,8078,0
JPYUR,TRIST,8028,0
JPYUR,TRIZT,8081,0
JPYUR,TRMER,7732,0
JPYUR,TRTEK,8113,0
JPYUR,TRYAL,11394,2253
JPYUR,TWKEL,1136,0
JPYUR,TWKHH,1149,0
JPYUR,USBAL,5475,764
JPYUR,USBOS,5449,738
JPYUR,USCHS,5671,960
JPYUR,USHOU,6950,2239
JPYUR,USILM,5604,893
JPYUR,USJAX,5826,1115
JPYUR,USLAX,5125,370
JPYUR,USLGB,5124,393
JPYUR,USMIA,6057,962
JPYUR,USMOB,6834,2123
JPYUR,USMSY,6662,1951
JPYUR,USNYC,5091,380
JPYUR,USOAK,4832,306
JPYUR,USORF,5303,592
JPYUR,USPEF,6029,1318
JPYUR,USPHL,5211,500
JPYUR,USSAV,5732,1021
JPYUR,USSEA,4513,458
JPYUR,USTIW,4514,459
JPYUR,VNCMP,2219,0
JPYUR,VNHPH,1843,0
JPYUR,VNVUT,2219,0
JPYUR,ZAZBA,7962,0
KRINC,AEAUH,4009,0
KRINC,AEDXB,5827,0
KRINC,AEJEA,4027,0
KRINC,BEANR,8336,1930
KRINC,BEZEE,8423,2017
KRINC,CAHAL,5682,941
KRINC,CAPRR,4514,322
KRINC,CASJB,5958,1217
KRINC,CAVAN,4905,458
KRINC,CNCAN,1254,0
KRINC,CNDCB,1257,0
KRINC,CNDLC,584,0
KRINC,CNFOC,1140,0
KRINC,CNLYG,449,0
KRINC,CNNBO,495,0
KRINC,CNNGB,510,0
KRINC,CNNSA,1229,0
KRINC,CNNSS,1280,0
KRINC,CNPLI,619,0
KRINC,CNSHA,455,0
KRINC,CNSHG,466,0
KRINC,CNSHK,1205,0
KRINC,CNTAO,328,0
KRINC,CNTXG,729,0
KRINC,CNXMN,937,0
KRINC,CNYTN,1191,0
KRINC,CNZOS,477,0
KRINC,COBUN,7198,0
KRINC,COCNR,6951,656
KRINC,COCTG,6951,656
KRINC,COSPC,7096,1277
KRINC,DEBRV,8539,2165
KRINC,DEHAM,8526,2152
KRINC,DEWVN,8577,2171
KRINC,DOCAU,6912,1258
KRINC,EGAKI,8665,0
KRINC,EGDAM,7158,0
KRINC,EGSCA,6953,0
KRINC,EGSOK,6898,0
KRINC,EGSUZ,6953,0
KRINC,ESALG,8335,748
KRINC,ESBCN,8590,0
KRINC,ESFRO,8724,1972
KRINC,ESVLC,8714,748
KRINC,FRBES,8889,2406
KRINC,FRDKK,8308,1902
KRINC,FRFOS,8755,0
KRINC,FRLEH,8244,1818
KRINC,GBFXT,8422,1996
KRINC,GBLGP,8307,1901
KRINC,GBSOU,8188,1782
KRINC,GRPIR,7670,0
KRINC,GTPRQ,7605,0
KRINC,HKHKG,1204,0
KRINC,ILASH,7420,0
KRINC,ILHFA,8696,0
KRINC,INNSA,4045,0
KRINC,INNSV,6117,0
KRINC,INPAV,4190,0
KRINC,IQUQR,4180,0
KRINC,ITGOA,8544,0
KRINC,ITLIV,8611,0
KRINC,ITSAL,8930,0
KRINC,ITSPE,8587,0
KRINC,ITVDL,8556,0
KRINC,JOAQJ,6848,0
KRINC,JPHKT,1626,0
KRINC,JPNGO,903,0
KRINC,JPOSA,1276,0
KRINC,JPSDJ,1254,0
KRINC,JPSMZ,974,0
KRINC,JPTYO,1026,0
KRINC,JPUKB,711,0
KRINC,JPYOK,2333,0
KRINC,JPYUR,738,0
KRINC,KRKAN,335,0
KRINC,KRPUS,384,0
KRINC,LKCMB,4032,0
KRINC,MAPTM,9065,0
KRINC,MATNG,8367,748
KRINC,MNTNG,9065,0
KRINC,MTMAR,14225,0
KRINC,MXATM,7276,2180
KRINC,MXLZC,6896,0
KRINC,MXTUX,7236,993
KRINC,MXVER,7099,993
KRINC,MXZLO,6760,0
KRINC,MYPKG,2641,0
KRINC,NLRTM,8392,1986
KRINC,OMSOH,4291,0
KRINC,PABLB,6762,0
KRINC,PAMIT,6762,0
KRINC,PAPCA,6761,0
KRINC,PAPCN,6761,0
KRINC,PAROD,6760,0
KRINC,PKBQM,5597,0
KRINC,PLGDN,9348,2974
KRINC,PTLIS,8111,1332
KRINC,QAHMD,3831,0
KRINC,SADMM,4011,0
KRINC,SAJED,6279,0
KRINC,SAJUB,4047,0
KRINC,SGSIN,2547,0
KRINC,TGLFW,10737,0
KRINC,THLCH,2535,0
KRINC,TRALI,7712,0
KRINC,TRGEM,7930,0
KRINC,TRIST,7880,0
KRINC,TRIZT,7933,0
KRINC,TRMER,7584,0
KRINC,TRTEK,7965,0
KRINC,TRYAL,11424,2253
KRINC,TWKEL,817,0
KRINC,TWKHH,984,0
KRINC,USBAL,5505,764
KRINC,USBOS,5479,738
KRINC,USCHS,5701,960
KRINC,USHOU,6980,2239
KRINC,USILM,5634,893
KRINC,USJAX,5856,1115
KRINC,USLAX,5622,373
KRINC,USLGB,5622,373
KRINC,USMIA,6087,962
KRINC,USMOB,6864,2123
KRINC,USMSY,6692,1951
KRINC,USNYC,5121,380
KRINC,USOAK,5311,306
KRINC,USORF,5333,592
KRINC,USPEF,6059,1318
KRINC,USPHL,5241,500
KRINC,USSAV,5762,1021
KRINC,USSEA,4906,459
KRINC,USTIW,4906,459
KRINC,VNCMP,1978,0
KRINC,VNHPH,1668,0
KRINC,VNVUT,1978,0
KRINC,ZAZBA,7814,0
KRKAN,AEAUH,3936,0
KRKAN,AEDXB,5754,0
KRKAN,AEJEA,3954,0
KRKAN,BEANR,8030,1930
KRKAN,BEZEE,8117,2017
KRKAN,CAHAL,5376,941
KRKAN,CAPRR,4208,322
KRKAN,CASJB,5652,1217
KRKAN,CAVAN,4570,458
KRKAN,CNCAN,1139,0
KRKAN,CNDCB,1184,0
KRKAN,CNDLC,514,0
KRKAN,CNFOC,1067,0
KRKAN,CNLYG,556,0
KRKAN,CNNBO,422,0
KRKAN,CNNGB,586,0
KRKAN,CNNSA,1156,0
KRKAN,CNNSS,1207,0
KRKAN,CNPLI,726,0
KRKAN,CNSHA,389,0
KRKAN,CNSHG,371,0
KRKAN,CNSHK,1090,0
KRKAN,CNTAO,435,0
KRKAN,CNTXG,658,0
KRKAN,CNXMN,864,0
KRKAN,CNYTN,1118,0
KRKAN,CNZOS,404,0
KRKAN,COBUN,6892,0
KRKAN,COCNR,6645,656
KRKAN,COCTG,6645,656
KRKAN,COSPC,6790,1277
KRKAN,DEBRV,8233,2165
KRKAN,DEHAM,8220,2152
KRKAN,DEWVN,8271,2171
KRKAN,DOCAU,6606,1258
KRKAN,EGAKI,8592,0
KRKAN,EGDAM,7085,0
KRKAN,EGSCA,6853,817
KRKAN,EGSOK,6825,0
KRKAN,EGSUZ,6880,0
KRKAN,ESALG,8029,748
KRKAN,ESBCN,8517,0
KRKAN,ESFRO,8418,1972
KRKAN,ESVLC,8408,748
KRKAN,FRBES,8583,2406
KRKAN,FRDKK,8002,1902
KRKAN,FRFOS,8682,0
KRKAN,FRLEH,7938,1818
KRKAN,GBFXT,8116,1996
KRKAN,GBLGP,8001,1901
KRKAN,GBSOU,7882,1782
KRKAN,GRPIR,7597,0
KRKAN,GTPRQ,7299,0
KRKAN,HKHKG,1089,0
KRKAN,ILASH,7347,0
KRKAN,ILHFA,8623,0
KRKAN,INNSA,3930,0
KRKAN,INNSV,6044,0
KRKAN,INPAV,4075,0
KRKAN,IQUQR,4107,0
KRKAN,ITGOA,8471,0
KRKAN,ITLIV,8538,0
KRKAN,ITSAL,8857,0
KRKAN,ITSPE,8514,0
KRKAN,ITVDL,8483,0
KRKAN,JOAQJ,6775,0
KRKAN,JPHKT,1320,0
KRKAN,JPNGO,597,0
KRKAN,JPOSA,970,0
KRKAN,JPSDJ,948,0
KRKAN,JPSMZ,668,0
KRKAN,JPTYO,720,0
KRKAN,JPUKB,405,0
KRKAN,JPYOK,2222,0
KRKAN,JPYUR,432,0
KRKAN,KRINC,335,0
KRKAN,KRPUS,78,0
KRKAN,LKCMB,3959,0
KRKAN,MAPTM,8820,748
KRKAN,MATNG,8061,748
KRKAN,MNTNG,8820,748
KRKAN,MTMAR,14152,0
KRKAN,MXATM,6970,2180
KRKAN,MXLZC,6590,0
KRKAN,MXTUX,6930,993
KRKAN,MXVER,6793,993
KRKAN,MXZLO,6454,0
KRKAN,MYPKG,2568,0
KRKAN,NLRTM,8086,1986
KRKAN,OMSOH,4218,0
KRKAN,PABLB,6456,0
KRKAN,PAMIT,6456,0
KRKAN,PAPCA,6455,0
KRKAN,PAPCN,6455,0
KRKAN,PAROD,6454,0
KRKAN,PKBQM,5524,0
KRKAN,PLGDN,9042,2974
KRKAN,PTLIS,7805,1332
KRKAN,QAHMD,3758,0
KRKAN,SADMM,3938,0
KRKAN,SAJED,6206,0
KRKAN,SAJUB,3974,0
KRKAN,SGSIN,2474,0
KRKAN,TGLFW,10664,0
KRKAN,THLCH,2462,0
KRKAN,TRALI,7639,0
KRKAN,TRGEM,7857,0
KRKAN,TRIST,7807,0
KRKAN,TRIZT,7860,0
KRKAN,TRMER,7511,0
KRKAN,TRTEK,7892,0
KRKAN,TRYAL,11118,2253
KRKAN,TWKEL,744,0
KRKAN,TWKHH,873,0
KRKAN,USBAL,5199,764
KRKAN,USBOS,5173,738
KRKAN,USCHS,5395,960
KRKAN,USHOU,6674,2239
KRKAN,USILM,5328,893
KRKAN,USJAX,5550,1115
KRKAN,USLAX,5316,373
KRKAN,USLGB,5316,373
KRKAN,USMIA,5781,962
KRKAN,USMOB,6558,2123
KRKAN,USMSY,6386,1951
KRKAN,USNYC,4815,380
KRKAN,USOAK,5005,306
KRKAN,USORF,5027,592
KRKAN,USPEF,5753,1318
KRKAN,USPHL,4935,500
KRKAN,USSAV,5456,1021
KRKAN,USSEA,4643,458
KRKAN,USTIW,4706,458
KRKAN,VNCMP,1905,0
KRKAN,VNHPH,1553,0
KRKAN,VNVUT,1905,0
KRKAN,ZAZBA,7741,0
KRPUS,AEAUH,3933,0
KRPUS,AEDXB,5751,0
KRPUS,AEJEA,3951,0
KRPUS,BEANR,7952,1930
KRPUS,BEZEE,8039,2017
KRPUS,CAHAL,5298,941
KRPUS,CAPRR,4130,322
KRPUS,CASJB,5574,1217
KRPUS,CAVAN,4571,457
KRPUS,CNCAN,1186,0
KRPUS,CNDCB,1201,0
KRPUS,CNDLC,543,0
KRPUS,CNFOC,1088,0
KRPUS,CNLYG,505,0
KRPUS,CNNBO,497,0
KRPUS,CNNGB,497,0
KRPUS,CNNSA,1170,0
KRPUS,CNNSS,1177,0
KRPUS,CNPLI,779,0
KRPUS,CNSHA,447,0
KRPUS,CNSHG,440,0
KRPUS,CNSHK,1153,0
KRPUS,CNTAO,488,0
KRPUS,CNTXG,688,0
KRPUS,CNXMN,885,0
KRPUS,CNYTN,1135,0
KRPUS,CNZOS,481,0
KRPUS,COBUN,6814,0
KRPUS,COCNR,14334,0
KRPUS,COCTG,6567,656
KRPUS,COSPC,6712,1277
KRPUS,DEBRV,8155,2165
KRPUS,DEHAM,14365,595
KRPUS,DEWVN,8193,2171
KRPUS,DOCAU,6528,1258
KRPUS,EGAKI,8589,0
KRPUS,EGDAM,7082,0
KRPUS,EGSCA,7596,0
KRPUS,EGSOK,6822,0
KRPUS,EGSUZ,7596,0
KRPUS,ESALG,13177,0
KRPUS,ESBCN,8458,779
KRPUS,ESFRO,8340,1972
KRPUS,ESVLC,8330,748
KRPUS,FRBES,8505,2406
KRPUS,FRDKK,7924,1902
KRPUS,FRFOS,8630,779
KRPUS,FRLEH,7860,1818
KRPUS,GBFXT,8038,1996
KRPUS,GBLGP,7923,1901
KRPUS,GBSOU,7804,1782
KRPUS,GRPIR,7594,0
KRPUS,GTPRQ,7221,0
KRPUS,HKHKG,1136,0
KRPUS,ILASH,15181,0
KRPUS,ILHFA,8620,0
KRPUS,INNSA,3977,0
KRPUS,INNSV,6041,0
KRPUS,INPAV,4122,0
KRPUS,IQUQR,4104,0
KRPUS,ITGOA,8468,0
KRPUS,ITLIV,8535,0
KRPUS,ITSAL,8854,0
KRPUS,ITSPE,8511,0
KRPUS,ITVDL,8480,0
KRPUS,JOAQJ,7370,0
KRPUS,JPHKT,1242,0
KRPUS,JPNGO,519,0
KRPUS,JPOSA,892,0
KRPUS,JPSDJ,870,0
KRPUS,JPSMZ,590,0
KRPUS,JPTYO,642,0
KRPUS,JPUKB,327,0
KRPUS,JPYOK,2261,0
KRPUS,JPYUR,354,0
KRPUS,KRINC,384,0
KRPUS,KRKAN,78,0
KRPUS,LKCMB,3976,0
KRPUS,MAPTM,8742,748
KRPUS,MATNG,13172,0
KRPUS,MNTNG,8742,748
KRPUS,MTMAR,14149,0
KRPUS,MXATM,6892,2180
KRPUS,MXLZC,6512,0
KRPUS,MXTUX,6852,993
KRPUS,MXVER,6715,993
KRPUS,MXZLO,6376,0
KRPUS,MYPKG,2713,0
KRPUS,NLRTM,8008,1986
KRPUS,OMSOH,4215,0
KRPUS,PABLB,8120,0
KRPUS,PAMIT,8120,0
KRPUS,PAPCA,8190,0
KRPUS,PAPCN,8190,0
KRPUS,PAROD,6376,0
KRPUS,PKBQM,5521,0
KRPUS,PLGDN,8964,2974
KRPUS,PTLIS,7727,1332
KRPUS,QAHMD,3755,0
KRPUS,SADMM,3935,0
KRPUS,SAJED,6203,0
KRPUS,SAJUB,3971,0
KRPUS,SGSIN,2471,0
KRPUS,TGLFW,10661,0
KRPUS,THLCH,2571,0
KRPUS,TRALI,7636,0
KRPUS,TRGEM,7854,0
KRPUS,TRIST,7804,0
KRPUS,TRIZT,7857,0
KRPUS,TRMER,7508,0
KRPUS,TRTEK,7889,0
KRPUS,TRYAL,11040,2253
KRPUS,TWKEL,809,0
KRPUS,TWKHH,912,0
KRPUS,USBAL,5121,764
KRPUS,USBOS,5095,738
KRPUS,USCHS,5317,960
KRPUS,USHOU,15443,242
KRPUS,USILM,5250,893
KRPUS,USJAX,5472,1115
KRPUS,USLAX,5238,373
KRPUS,USLGB,5238,373
KRPUS,USMIA,5703,962
KRPUS,USMOB,6480,2123
KRPUS,USMSY,6308,1951
KRPUS,USNYC,4737,380
KRPUS,USOAK,4927,306
KRPUS,USORF,14735,290
KRPUS,USPEF,5675,1318
KRPUS,USPHL,4857,500
KRPUS,USSAV,14808,200
KRPUS,USSEA,4554,457
KRPUS,USTIW,4569,457
KRPUS,VNCMP,1925,0
KRPUS,VNHPH,1600,0
KRPUS,VNVUT,1925,0
KRPUS,ZAZBA,7738,0
LKCMB,AEAUH,2108,0
LKCMB,AEDXB,4855,0
LKCMB,AEJEA,2049,0
LKCMB,BEANR,10511,375
LKCMB,BEZEE,6909,420
LKCMB,CAHAL,10834,282
LKCMB,CAPRR,8106,322
LKCMB,CASJB,8972,667
LKCMB,CAVAN,8400,459
LKCMB,CNCAN,2934,0
LKCMB,CNDCB,2907,0
LKCMB,CNDLC,4096,0
LKCMB,CNFOC,3311,0
LKCMB,CNLYG,4087,0
LKCMB,CNNBO,3573,0
LKCMB,CNNGB,3573,0
LKCMB,CNNSA,2925,0
LKCMB,CNNSS,3001,0
LKCMB,CNPLI,4257,0
LKCMB,CNSHA,3577,0
LKCMB,CNSHG,3588,0
LKCMB,CNSHK,2885,0
LKCMB,CNTAO,3966,0
LKCMB,CNTXG,4227,0
LKCMB,CNXMN,3130,0
LKCMB,CNYTN,3074,0
LKCMB,CNZOS,3555,0
LKCMB,COBUN,10790,0
LKCMB,COCNR,10515,62
LKCMB,COCTG,10543,656
LKCMB,COSPC,10515,62
LKCMB,DEBRV,7071,582
LKCMB,DEHAM,7074,585
LKCMB,DEWVN,7063,574
LKCMB,DOCAU,10370,763
LKCMB,EGAKI,5236,0
LKCMB,EGDAM,3729,0
LKCMB,EGSCA,3506,0
LKCMB,EGSOK,3469,0
LKCMB,EGSUZ,3506,0
LKCMB,ESALG,9439,0
LKCMB,ESBCN,5161,0
LKCMB,ESFRO,7210,375
LKCMB,ESVLC,5306,0
LKCMB,FRBES,7375,809
LKCMB,FRDKK,6794,305
LKCMB,FRFOS,5326,0
LKCMB,FRLEH,6689,216
LKCMB,GBFXT,6867,394
LKCMB,GBLGP,10465,342
LKCMB,GBSOU,6674,185
LKCMB,GRPIR,4241,0
LKCMB,GTPRQ,9774,444
LKCMB,HKHKG,2884,0
LKCMB,ILASH,3991,0
LKCMB,ILHFA,5267,0
LKCMB,INNSA,891,0
LKCMB,INNSV,5145,0
LKCMB,INPAV,1006,0
LKCMB,IQUQR,2481,0
LKCMB,ITGOA,5115,0
LKCMB,ITLIV,5182,0
LKCMB,ITSAL,5501,0
LKCMB,ITSPE,5158,0
LKCMB,ITVDL,5127,0
LKCMB,JOAQJ,3419,0
LKCMB,JPHKT,4291,0
LKCMB,JPNGO,4330,0
LKCMB,JPOSA,3941,0
LKCMB,JPSDJ,4464,0
LKCMB,JPSMZ,4304,0
LKCMB,JPTYO,4191,0
LKCMB,JPUKB,4191,0
LKCMB,JPYOK,4430,0
LKCMB,JPYUR,4218,0
LKCMB,KRINC,4032,0
LKCMB,KRKAN,3959,0
LKCMB,KRPUS,3976,0
LKCMB,MAPTM,5636,0
LKCMB,MATNG,5561,0
LKCMB,MNTNG,5636,0
LKCMB,MTMAR,13253,0
LKCMB,MXATM,10630,62
LKCMB,MXLZC,10488,0
LKCMB,MXTUX,10537,62
LKCMB,MXVER,10400,62
LKCMB,MXZLO,10352,0
LKCMB,MYPKG,1391,0
LKCMB,NLRTM,6878,389
LKCMB,OMSOH,2313,0
LKCMB,PABLB,10354,0
LKCMB,PAMIT,10354,0
LKCMB,PAPCA,10353,0
LKCMB,PAPCN,10353,0
LKCMB,PAROD,10352,0
LKCMB,PKBQM,4625,0
LKCMB,PLGDN,7859,389
LKCMB,PTLIS,6322,0
LKCMB,QAHMD,2245,0
LKCMB,SADMM,2338,0
LKCMB,SAJED,2850,0
LKCMB,SAJUB,2356,0
LKCMB,SGSIN,1578,0
LKCMB,TGLFW,9765,0
LKCMB,THLCH,2353,0
LKCMB,TRALI,4283,0
LKCMB,TRGEM,4501,0
LKCMB,TRIST,4451,0
LKCMB,TRIZT,4504,0
LKCMB,TRMER,4155,0
LKCMB,TRTEK,4536,0
LKCMB,TRYAL,9910,656
LKCMB,TWKEL,3316,0
LKCMB,TWKHH,3181,0
LKCMB,USBAL,9049,401
LKCMB,USBOS,9071,738
LKCMB,USCHS,9152,458
LKCMB,USHOU,10485,1791
LKCMB,USILM,9178,530
LKCMB,USJAX,9307,613
LKCMB,USLAX,7734,374
LKCMB,USLGB,7733,373
LKCMB,USMIA,9388,31
LKCMB,USMOB,10456,2123
LKCMB,USMSY,10284,1951
LKCMB,USNYC,11124,207
LKCMB,USOAK,8061,701
LKCMB,USORF,8877,229
LKCMB,USPEF,9544,850
LKCMB,USPHL,8833,500
LKCMB,USSAV,9220,526
LKCMB,USSEA,8399,458
LKCMB,USTIW,8400,459
LKCMB,VNCMP,2395,0
LKCMB,VNHPH,2897,0
LKCMB,VNVUT,2153,0
LKCMB,ZAZBA,6842,0
MAPTM,AEAUH,5097,0
MAPTM,AEDXB,9798,0
MAPTM,AEJEA,5038,0
MAPTM,BEANR,1292,333
MAPTM,BEZEE,1379,420
MAPTM,CAHAL,3650,1026
MAPTM,CAPRR,9977,1816
MAPTM,CASJB,3926,1302
MAPTM,CAVAN,9645,1550
MAPTM,CNCAN,7980,0
MAPTM,CNDCB,8039,0
MAPTM,CNDLC,9129,0
MAPTM,CNFOC,8358,0
MAPTM,CNLYG,9120,0
MAPTM,CNNBO,8597,0
MAPTM,CNNGB,8597,0
MAPTM,CNNSA,7928,0
MAPTM,CNNSS,7944,0
MAPTM,CNPLI,9290,0
MAPTM,CNSHA,8610,0
MAPTM,CNSHG,8621,0
MAPTM,CNSHK,7929,0
MAPTM,CNTAO,8999,0
MAPTM,CNTXG,9260,0
MAPTM,CNXMN,8155,0
MAPTM,CNYTN,7973,0
MAPTM,CNZOS,8588,0
MAPTM,COBUN,6086,335
MAPTM,COCNR,5420,335
MAPTM,COCTG,5420,335
MAPTM,COSPC,5420,335
MAPTM,DEBRV,1541,582
MAPTM,DEHAM,1544,585
MAPTM,DEWVN,1533,574
MAPTM,DOCAU,4957,344
MAPTM,EGAKI,2948,0
MAPTM,EGDAM,1907,0
MAPTM,EGSCA,1987,0
MAPTM,EGSOK,3405,0
MAPTM,EGSUZ,1987,0
MAPTM,ESALG,804,0
MAPTM,ESBCN,539,0
MAPTM,ESFRO,1680,375
MAPTM,ESVLC,412,0
MAPTM,FRBES,1845,809
MAPTM,FRDKK,1264,305
MAPTM,FRFOS,711,0
MAPTM,FRLEH,1178,216
MAPTM,GBFXT,1356,394
MAPTM,GBLGP,1263,304
MAPTM,GBSOU,1144,185
MAPTM,GRPIR,1800,0
MAPTM,GTPRQ,6546,335
MAPTM,HKHKG,7930,0
MAPTM,ILASH,2169,0
MAPTM,ILHFA,2979,0
MAPTM,INNSA,6527,0
MAPTM,INNSV,10088,0
MAPTM,INPAV,6642,0
MAPTM,IQUQR,5470,0
MAPTM,ITGOA,870,0
MAPTM,ITLIV,937,0
MAPTM,ITSAL,1123,0
MAPTM,ITSPE,912,0
MAPTM,ITVDL,882,0
MAPTM,JOAQJ,3355,0
MAPTM,JPHKT,9423,0
MAPTM,JPNGO,9261,748
MAPTM,JPOSA,9073,0
MAPTM,JPSDJ,9596,0
MAPTM,JPSMZ,9332,748
MAPTM,JPTYO,9323,0
MAPTM,JPUKB,9069,748
MAPTM,JPYOK,9473,0
MAPTM,JPYUR,9096,748
MAPTM,KRINC,9065,0
MAPTM,KRKAN,8820,748
MAPTM,KRPUS,8742,748
MAPTM,LKCMB,5636,0
MAPTM,MATNG,824,0
MAPTM,MNTNG,824,0
MAPTM,MTMAR,18196,0
MAPTM,MXATM,5905,62
MAPTM,MXLZC,15254,748
MAPTM,MXTUX,5812,62
MAPTM,MXVER,5675,62
MAPTM,MXZLO,7385,335
MAPTM,MYPKG,6702,0
MAPTM,NLRTM,1374,397
MAPTM,OMSOH,5302,0
MAPTM,PABLB,5648,335
MAPTM,PAMIT,5648,335
MAPTM,PAPCA,5647,335
MAPTM,PAPCN,5647,335
MAPTM,PAROD,5648,335
MAPTM,PKBQM,9568,0
MAPTM,PLGDN,2329,389
MAPTM,PTLIS,1707,0
MAPTM,QAHMD,5234,0
MAPTM,SADMM,5327,0
MAPTM,SAJED,2786,0
MAPTM,SAJUB,5345,0
MAPTM,SGSIN,6518,0
MAPTM,TGLFW,14708,0
MAPTM,THLCH,7296,0
MAPTM,TRALI,2422,0
MAPTM,TRGEM,2213,0
MAPTM,TRIST,2163,0
MAPTM,TRIZT,2190,0
MAPTM,TRMER,2333,0
MAPTM,TRTEK,2248,0
MAPTM,TRYAL,4380,656
MAPTM,TWKEL,8364,0
MAPTM,TWKHH,8124,0
MAPTM,USBAL,4324,401
MAPTM,USBOS,4363,726
MAPTM,USCHS,4427,458
MAPTM,USHOU,5741,1951
MAPTM,USILM,4453,530
MAPTM,USJAX,4582,613
MAPTM,USLAX,8567,406
MAPTM,USLGB,8566,405
MAPTM,USMIA,4663,31
MAPTM,USMOB,5748,2111
MAPTM,USMSY,5576,1939
MAPTM,USNYC,4005,368
MAPTM,USOAK,8891,796
MAPTM,USORF,4152,229
MAPTM,USPEF,4780,990
MAPTM,USPHL,4125,488
MAPTM,USSAV,4489,405
MAPTM,USSEA,9644,1549
MAPTM,USTIW,9645,1550
MAPTM,VNCMP,7096,0
MAPTM,VNHPH,7840,0
MAPTM,VNVUT,7096,0
MAPTM,ZAZBA,11657,643
MATNG,AEAUH,5022,0
MATNG,AEDXB,9723,0
MATNG,AEJEA,4963,0
MATNG,BEANR,1403,352
MATNG,BEZEE,1379,425
MATNG,CAHAL,3650,1031
MATNG,CAPRR,9488,2000
MATNG,CASJB,3926,1307
MATNG,CAVAN,9156,1734
MATNG,CNCAN,7905,0
MATNG,CNDCB,7964,0
MATNG,CNDLC,8526,748
MATNG,CNFOC,8283,0
MATNG,CNLYG,8488,748
MATNG,CNNBO,8470,748
MATNG,CNNGB,8470,748
MATNG,CNNSA,7853,0
MATNG,CNNSS,7869,0
MATNG,CNPLI,8762,748
MATNG,CNSHA,8430,748
MATNG,CNSHG,8423,748
MATNG,CNSHK,7854,0
MATNG,CNTAO,8471,748
MATNG,CNTXG,13278,0
MATNG,CNXMN,8080,0
MATNG,CNYTN,7898,0
MATNG,CNZOS,8452,748
MATNG,COBUN,5597,519
MATNG,COCNR,4999,661
MATNG,COCTG,4999,661
MATNG,COSPC,4999,661
MATNG,DEBRV,1541,587
MATNG,DEHAM,1594,595
MATNG,DEWVN,1533,579
MATNG,DOCAU,4815,642
MATNG,EGAKI,2653,0
MATNG,EGDAM,1907,0
MATNG,EGSCA,1987,0
MATNG,EGSOK,3330,0
MATNG,EGSUZ,1987,0
MATNG,ESALG,32,0
MATNG,ESBCN,539,0
MATNG,ESFRO,1680,380
MATNG,ESVLC,412,0
MATNG,FRBES,1845,814
MATNG,FRDKK,1264,310
MATNG,FRFOS,714,0
MATNG,FRLEH,1192,216
MATNG,GBFXT,1370,394
MATNG,GBLGP,1296,313
